,actual_kwh,actual_temperature,date,time,dow,month
2012-11-02 06:30:00-07:00,65.7,,11/2/2012,6:30:00,4,11
2012-11-02 06:45:00-07:00,65.4,,11/2/2012,6:45:00,4,11
2012-11-02 07:00:00-07:00,64.2,51.8,11/2/2012,7:00:00,4,11
2012-11-02 07:15:00-07:00,68.1,,11/2/2012,7:15:00,4,11
2012-11-02 07:30:00-07:00,69.6,,11/2/2012,7:30:00,4,11
2012-11-02 07:45:00-07:00,67.2,,11/2/2012,7:45:00,4,11
2012-11-02 08:00:00-07:00,67.8,52,11/2/2012,8:00:00,4,11
2012-11-02 08:15:00-07:00,70.8,,11/2/2012,8:15:00,4,11
2012-11-02 08:30:00-07:00,70.2,,11/2/2012,8:30:00,4,11
2012-11-02 08:45:00-07:00,72.6,,11/2/2012,8:45:00,4,11
2012-11-02 09:00:00-07:00,75.3,55,11/2/2012,9:00:00,4,11
2012-11-02 09:15:00-07:00,80.4,,11/2/2012,9:15:00,4,11
2012-11-02 09:30:00-07:00,84.3,,11/2/2012,9:30:00,4,11
2012-11-02 09:45:00-07:00,84.6,,11/2/2012,9:45:00,4,11
2012-11-02 10:00:00-07:00,85.8,59,11/2/2012,10:00:00,4,11
2012-11-02 10:15:00-07:00,91.8,,11/2/2012,10:15:00,4,11
2012-11-02 10:30:00-07:00,91.5,,11/2/2012,10:30:00,4,11
2012-11-02 10:45:00-07:00,96.3,,11/2/2012,10:45:00,4,11
2012-11-02 11:00:00-07:00,96,59,11/2/2012,11:00:00,4,11
2012-11-02 11:15:00-07:00,96.3,,11/2/2012,11:15:00,4,11
2012-11-02 11:30:00-07:00,97.2,,11/2/2012,11:30:00,4,11
2012-11-02 11:45:00-07:00,88.8,,11/2/2012,11:45:00,4,11
2012-11-02 12:00:00-07:00,91.2,60.1,11/2/2012,12:00:00,4,11
2012-11-02 12:15:00-07:00,88.2,,11/2/2012,12:15:00,4,11
2012-11-02 12:30:00-07:00,88.2,,11/2/2012,12:30:00,4,11
2012-11-02 12:45:00-07:00,85.5,,11/2/2012,12:45:00,4,11
2012-11-02 13:00:00-07:00,89.4,62.1,11/2/2012,13:00:00,4,11
2012-11-02 13:15:00-07:00,90.6,,11/2/2012,13:15:00,4,11
2012-11-02 13:30:00-07:00,89.1,,11/2/2012,13:30:00,4,11
2012-11-02 13:45:00-07:00,87.9,,11/2/2012,13:45:00,4,11
2012-11-02 14:00:00-07:00,87.9,64,11/2/2012,14:00:00,4,11
2012-11-02 14:15:00-07:00,88.2,,11/2/2012,14:15:00,4,11
2012-11-02 14:30:00-07:00,92.4,64.4,11/2/2012,14:30:00,4,11
2012-11-02 14:45:00-07:00,90.6,,11/2/2012,14:45:00,4,11
2012-11-02 15:00:00-07:00,90.3,64,11/2/2012,15:00:00,4,11
2012-11-02 15:15:00-07:00,87.3,,11/2/2012,15:15:00,4,11
2012-11-02 15:30:00-07:00,83.7,,11/2/2012,15:30:00,4,11
2012-11-02 15:45:00-07:00,86.1,,11/2/2012,15:45:00,4,11
2012-11-02 16:00:00-07:00,83.4,63,11/2/2012,16:00:00,4,11
2012-11-02 16:15:00-07:00,82.5,,11/2/2012,16:15:00,4,11
2012-11-02 16:30:00-07:00,82.2,,11/2/2012,16:30:00,4,11
2012-11-02 16:45:00-07:00,78.6,,11/2/2012,16:45:00,4,11
2012-11-02 17:00:00-07:00,78.3,62.1,11/2/2012,17:00:00,4,11
2012-11-02 17:15:00-07:00,77.4,,11/2/2012,17:15:00,4,11
2012-11-02 17:30:00-07:00,74.1,,11/2/2012,17:30:00,4,11
2012-11-02 17:45:00-07:00,72.9,,11/2/2012,17:45:00,4,11
2012-11-02 18:00:00-07:00,70.5,60.1,11/2/2012,18:00:00,4,11
2012-11-02 18:15:00-07:00,60.3,,11/2/2012,18:15:00,4,11
2012-11-02 18:30:00-07:00,60.9,,11/2/2012,18:30:00,4,11
2012-11-02 18:45:00-07:00,60.9,,11/2/2012,18:45:00,4,11
2012-11-02 19:00:00-07:00,60.9,57.9,11/2/2012,19:00:00,4,11
2012-11-02 19:15:00-07:00,54.3,,11/2/2012,19:15:00,4,11
2012-11-02 19:30:00-07:00,54,,11/2/2012,19:30:00,4,11
2012-11-02 19:45:00-07:00,53.4,,11/2/2012,19:45:00,4,11
2012-11-02 20:00:00-07:00,56.1,57.9,11/2/2012,20:00:00,4,11
2012-11-02 20:15:00-07:00,54.6,,11/2/2012,20:15:00,4,11
2012-11-02 20:30:00-07:00,54.3,,11/2/2012,20:30:00,4,11
2012-11-02 20:45:00-07:00,54.6,,11/2/2012,20:45:00,4,11
2012-11-02 21:00:00-07:00,54,57,11/2/2012,21:00:00,4,11
2012-11-02 21:15:00-07:00,56.4,,11/2/2012,21:15:00,4,11
2012-11-02 21:30:00-07:00,52.8,,11/2/2012,21:30:00,4,11
2012-11-02 21:45:00-07:00,53.4,,11/2/2012,21:45:00,4,11
2012-11-02 22:00:00-07:00,54,57,11/2/2012,22:00:00,4,11
2012-11-02 22:15:00-07:00,52.5,,11/2/2012,22:15:00,4,11
2012-11-02 22:30:00-07:00,53.1,,11/2/2012,22:30:00,4,11
2012-11-02 22:45:00-07:00,50.4,,11/2/2012,22:45:00,4,11
2012-11-02 23:00:00-07:00,49.2,57,11/2/2012,23:00:00,4,11
2012-11-02 23:15:00-07:00,50.4,,11/2/2012,23:15:00,4,11
2012-11-02 23:30:00-07:00,51,,11/2/2012,23:30:00,4,11
2012-11-02 23:45:00-07:00,50.1,,11/2/2012,23:45:00,4,11
2012-11-03 00:00:00-07:00,51,54,11/3/2012,0:00:00,5,11
2012-11-03 00:15:00-07:00,51,,11/3/2012,0:15:00,5,11
2012-11-03 00:30:00-07:00,50.4,,11/3/2012,0:30:00,5,11
2012-11-03 00:45:00-07:00,50.1,,11/3/2012,0:45:00,5,11
2012-11-03 01:00:00-07:00,45.3,54,11/3/2012,1:00:00,5,11
2012-11-03 01:15:00-07:00,47.1,,11/3/2012,1:15:00,5,11
2012-11-03 01:30:00-07:00,47.7,,11/3/2012,1:30:00,5,11
2012-11-03 01:45:00-07:00,45,,11/3/2012,1:45:00,5,11
2012-11-03 02:00:00-07:00,45.6,53.1,11/3/2012,2:00:00,5,11
2012-11-03 02:15:00-07:00,48,,11/3/2012,2:15:00,5,11
2012-11-03 02:30:00-07:00,45.3,,11/3/2012,2:30:00,5,11
2012-11-03 02:45:00-07:00,43.5,,11/3/2012,2:45:00,5,11
2012-11-03 03:00:00-07:00,45.3,53.1,11/3/2012,3:00:00,5,11
2012-11-03 03:15:00-07:00,44.4,,11/3/2012,3:15:00,5,11
2012-11-03 03:30:00-07:00,43.2,,11/3/2012,3:30:00,5,11
2012-11-03 03:45:00-07:00,43.8,,11/3/2012,3:45:00,5,11
2012-11-03 04:00:00-07:00,44.7,52,11/3/2012,4:00:00,5,11
2012-11-03 04:15:00-07:00,43.8,,11/3/2012,4:15:00,5,11
2012-11-03 04:30:00-07:00,44.7,,11/3/2012,4:30:00,5,11
2012-11-03 04:45:00-07:00,44.7,,11/3/2012,4:45:00,5,11
2012-11-03 05:00:00-07:00,42.9,53.1,11/3/2012,5:00:00,5,11
2012-11-03 05:15:00-07:00,44.7,,11/3/2012,5:15:00,5,11
2012-11-03 05:30:00-07:00,44.7,,11/3/2012,5:30:00,5,11
2012-11-03 05:45:00-07:00,44.7,,11/3/2012,5:45:00,5,11
2012-11-03 06:00:00-07:00,43.8,53.1,11/3/2012,6:00:00,5,11
2012-11-03 06:15:00-07:00,45.9,,11/3/2012,6:15:00,5,11
2012-11-03 06:30:00-07:00,45,,11/3/2012,6:30:00,5,11
2012-11-03 06:45:00-07:00,43.5,,11/3/2012,6:45:00,5,11
2012-11-03 07:00:00-07:00,45.3,53.1,11/3/2012,7:00:00,5,11
2012-11-03 07:15:00-07:00,45.6,,11/3/2012,7:15:00,5,11
2012-11-03 07:30:00-07:00,44.1,,11/3/2012,7:30:00,5,11
2012-11-03 07:45:00-07:00,41.1,,11/3/2012,7:45:00,5,11
2012-11-03 08:00:00-07:00,43.2,54,11/3/2012,8:00:00,5,11
2012-11-03 08:15:00-07:00,41.4,,11/3/2012,8:15:00,5,11
2012-11-03 08:30:00-07:00,41.1,,11/3/2012,8:30:00,5,11
2012-11-03 08:45:00-07:00,42.6,,11/3/2012,8:45:00,5,11
2012-11-03 09:00:00-07:00,42,57,11/3/2012,9:00:00,5,11
2012-11-03 09:15:00-07:00,41.7,,11/3/2012,9:15:00,5,11
2012-11-03 09:30:00-07:00,43.5,,11/3/2012,9:30:00,5,11
2012-11-03 09:45:00-07:00,43.2,,11/3/2012,9:45:00,5,11
2012-11-03 10:00:00-07:00,43.5,57.9,11/3/2012,10:00:00,5,11
2012-11-03 10:15:00-07:00,43.5,,11/3/2012,10:15:00,5,11
2012-11-03 10:30:00-07:00,42.3,,11/3/2012,10:30:00,5,11
2012-11-03 10:45:00-07:00,43.8,,11/3/2012,10:45:00,5,11
2012-11-03 11:00:00-07:00,42.6,60.1,11/3/2012,11:00:00,5,11
2012-11-03 11:15:00-07:00,44.4,,11/3/2012,11:15:00,5,11
2012-11-03 11:30:00-07:00,43.5,,11/3/2012,11:30:00,5,11
2012-11-03 11:45:00-07:00,45.6,,11/3/2012,11:45:00,5,11
2012-11-03 12:00:00-07:00,43.2,63,11/3/2012,12:00:00,5,11
2012-11-03 12:15:00-07:00,42.9,,11/3/2012,12:15:00,5,11
2012-11-03 12:30:00-07:00,43.2,,11/3/2012,12:30:00,5,11
2012-11-03 12:45:00-07:00,45.3,,11/3/2012,12:45:00,5,11
2012-11-03 13:00:00-07:00,44.7,64,11/3/2012,13:00:00,5,11
2012-11-03 13:15:00-07:00,44.1,,11/3/2012,13:15:00,5,11
2012-11-03 13:30:00-07:00,42.3,,11/3/2012,13:30:00,5,11
2012-11-03 13:45:00-07:00,43.2,,11/3/2012,13:45:00,5,11
2012-11-03 14:00:00-07:00,42.6,66,11/3/2012,14:00:00,5,11
2012-11-03 14:15:00-07:00,43.8,,11/3/2012,14:15:00,5,11
2012-11-03 14:30:00-07:00,42.9,,11/3/2012,14:30:00,5,11
2012-11-03 14:45:00-07:00,42.9,,11/3/2012,14:45:00,5,11
2012-11-03 15:00:00-07:00,42,69.1,11/3/2012,15:00:00,5,11
2012-11-03 15:15:00-07:00,43.2,,11/3/2012,15:15:00,5,11
2012-11-03 15:30:00-07:00,43.8,,11/3/2012,15:30:00,5,11
2012-11-03 15:45:00-07:00,42.9,,11/3/2012,15:45:00,5,11
2012-11-03 16:00:00-07:00,43.2,70,11/3/2012,16:00:00,5,11
2012-11-03 16:15:00-07:00,45,,11/3/2012,16:15:00,5,11
2012-11-03 16:30:00-07:00,42.9,,11/3/2012,16:30:00,5,11
2012-11-03 16:45:00-07:00,43.5,,11/3/2012,16:45:00,5,11
2012-11-03 17:00:00-07:00,44.4,70,11/3/2012,17:00:00,5,11
2012-11-03 17:15:00-07:00,45.3,,11/3/2012,17:15:00,5,11
2012-11-03 17:30:00-07:00,42.6,,11/3/2012,17:30:00,5,11
2012-11-03 17:45:00-07:00,42.3,,11/3/2012,17:45:00,5,11
2012-11-03 18:00:00-07:00,46.8,64.9,11/3/2012,18:00:00,5,11
2012-11-03 18:15:00-07:00,44.1,,11/3/2012,18:15:00,5,11
2012-11-03 18:30:00-07:00,46.8,,11/3/2012,18:30:00,5,11
2012-11-03 18:45:00-07:00,46.2,,11/3/2012,18:45:00,5,11
2012-11-03 19:00:00-07:00,45.9,64.9,11/3/2012,19:00:00,5,11
2012-11-03 19:15:00-07:00,45.3,,11/3/2012,19:15:00,5,11
2012-11-03 19:30:00-07:00,45.9,,11/3/2012,19:30:00,5,11
2012-11-03 19:45:00-07:00,45.9,,11/3/2012,19:45:00,5,11
2012-11-03 20:00:00-07:00,44.1,63,11/3/2012,20:00:00,5,11
2012-11-03 20:15:00-07:00,46.5,,11/3/2012,20:15:00,5,11
2012-11-03 20:30:00-07:00,45.3,,11/3/2012,20:30:00,5,11
2012-11-03 20:45:00-07:00,45.6,,11/3/2012,20:45:00,5,11
2012-11-03 21:00:00-07:00,45.9,63,11/3/2012,21:00:00,5,11
2012-11-03 21:15:00-07:00,47.4,,11/3/2012,21:15:00,5,11
2012-11-03 21:30:00-07:00,44.1,,11/3/2012,21:30:00,5,11
2012-11-03 21:45:00-07:00,45.9,,11/3/2012,21:45:00,5,11
2012-11-03 22:00:00-07:00,44.4,62.1,11/3/2012,22:00:00,5,11
2012-11-03 22:15:00-07:00,46.8,,11/3/2012,22:15:00,5,11
2012-11-03 22:30:00-07:00,44.7,,11/3/2012,22:30:00,5,11
2012-11-03 22:45:00-07:00,45,,11/3/2012,22:45:00,5,11
2012-11-03 23:00:00-07:00,45,61,11/3/2012,23:00:00,5,11
2012-11-03 23:15:00-07:00,45.6,,11/3/2012,23:15:00,5,11
2012-11-03 23:30:00-07:00,44.7,,11/3/2012,23:30:00,5,11
2012-11-03 23:45:00-07:00,45.6,,11/3/2012,23:45:00,5,11
2012-11-04 00:00:00-07:00,45.3,60.1,11/4/2012,0:00:00,6,11
2012-11-04 00:15:00-07:00,45.9,,11/4/2012,0:15:00,6,11
2012-11-04 00:30:00-07:00,43.2,,11/4/2012,0:30:00,6,11
2012-11-04 00:45:00-07:00,45.6,,11/4/2012,0:45:00,6,11
2012-11-04 01:00:00-07:00,45,59,11/4/2012,1:00:00,6,11
2012-11-04 01:15:00-07:00,,,11/4/2012,1:15:00,6,11
2012-11-04 01:30:00-07:00,,,11/4/2012,1:30:00,6,11
2012-11-04 01:45:00-07:00,,,11/4/2012,1:45:00,6,11
2012-11-04 01:00:00-08:00,,57.9,11/4/2012,1:00:00,6,11
2012-11-04 01:15:00-08:00,45.6,,11/4/2012,1:15:00,6,11
2012-11-04 01:30:00-08:00,45.45,,11/4/2012,1:30:00,6,11
2012-11-04 01:45:00-08:00,43.8,,11/4/2012,1:45:00,6,11
2012-11-04 02:00:00-08:00,45.6,57,11/4/2012,2:00:00,6,11
2012-11-04 02:15:00-08:00,46.5,,11/4/2012,2:15:00,6,11
2012-11-04 02:30:00-08:00,44.1,,11/4/2012,2:30:00,6,11
2012-11-04 02:45:00-08:00,45.9,,11/4/2012,2:45:00,6,11
2012-11-04 03:00:00-08:00,44.4,55.9,11/4/2012,3:00:00,6,11
2012-11-04 03:15:00-08:00,45.3,,11/4/2012,3:15:00,6,11
2012-11-04 03:30:00-08:00,45,,11/4/2012,3:30:00,6,11
2012-11-04 03:45:00-08:00,45,,11/4/2012,3:45:00,6,11
2012-11-04 04:00:00-08:00,45.3,55,11/4/2012,4:00:00,6,11
2012-11-04 04:15:00-08:00,45,,11/4/2012,4:15:00,6,11
2012-11-04 04:30:00-08:00,45.6,,11/4/2012,4:30:00,6,11
2012-11-04 04:45:00-08:00,43.8,,11/4/2012,4:45:00,6,11
2012-11-04 05:00:00-08:00,46.2,55,11/4/2012,5:00:00,6,11
2012-11-04 05:15:00-08:00,44.4,,11/4/2012,5:15:00,6,11
2012-11-04 05:30:00-08:00,45.9,,11/4/2012,5:30:00,6,11
2012-11-04 05:45:00-08:00,43.8,,11/4/2012,5:45:00,6,11
2012-11-04 06:00:00-08:00,45,55,11/4/2012,6:00:00,6,11
2012-11-04 06:15:00-08:00,44.1,,11/4/2012,6:15:00,6,11
2012-11-04 06:30:00-08:00,44.1,,11/4/2012,6:30:00,6,11
2012-11-04 06:45:00-08:00,42,,11/4/2012,6:45:00,6,11
2012-11-04 07:00:00-08:00,39.6,55.9,11/4/2012,7:00:00,6,11
2012-11-04 07:15:00-08:00,42,,11/4/2012,7:15:00,6,11
2012-11-04 07:30:00-08:00,40.8,,11/4/2012,7:30:00,6,11
2012-11-04 07:45:00-08:00,43.5,,11/4/2012,7:45:00,6,11
2012-11-04 08:00:00-08:00,42.6,62.1,11/4/2012,8:00:00,6,11
2012-11-04 08:15:00-08:00,41.1,,11/4/2012,8:15:00,6,11
2012-11-04 08:30:00-08:00,42.6,,11/4/2012,8:30:00,6,11
2012-11-04 08:45:00-08:00,41.4,,11/4/2012,8:45:00,6,11
2012-11-04 09:00:00-08:00,41.7,63,11/4/2012,9:00:00,6,11
2012-11-04 09:15:00-08:00,41.1,,11/4/2012,9:15:00,6,11
2012-11-04 09:30:00-08:00,41.7,,11/4/2012,9:30:00,6,11
2012-11-04 09:45:00-08:00,42.6,,11/4/2012,9:45:00,6,11
2012-11-04 10:00:00-08:00,42,64,11/4/2012,10:00:00,6,11
2012-11-04 10:15:00-08:00,42.3,,11/4/2012,10:15:00,6,11
2012-11-04 10:30:00-08:00,42.9,,11/4/2012,10:30:00,6,11
2012-11-04 10:45:00-08:00,42,,11/4/2012,10:45:00,6,11
2012-11-04 11:00:00-08:00,42.3,64.9,11/4/2012,11:00:00,6,11
2012-11-04 11:15:00-08:00,44.1,,11/4/2012,11:15:00,6,11
2012-11-04 11:30:00-08:00,44.4,,11/4/2012,11:30:00,6,11
2012-11-04 11:45:00-08:00,43.8,,11/4/2012,11:45:00,6,11
2012-11-04 12:00:00-08:00,44.7,66,11/4/2012,12:00:00,6,11
2012-11-04 12:15:00-08:00,45,,11/4/2012,12:15:00,6,11
2012-11-04 12:30:00-08:00,42.9,,11/4/2012,12:30:00,6,11
2012-11-04 12:45:00-08:00,42.9,,11/4/2012,12:45:00,6,11
2012-11-04 13:00:00-08:00,43.8,68,11/4/2012,13:00:00,6,11
2012-11-04 13:15:00-08:00,45.3,,11/4/2012,13:15:00,6,11
2012-11-04 13:30:00-08:00,45.3,,11/4/2012,13:30:00,6,11
2012-11-04 13:45:00-08:00,44.7,,11/4/2012,13:45:00,6,11
2012-11-04 14:00:00-08:00,44.1,71.1,11/4/2012,14:00:00,6,11
2012-11-04 14:15:00-08:00,46.8,,11/4/2012,14:15:00,6,11
2012-11-04 14:30:00-08:00,45.9,,11/4/2012,14:30:00,6,11
2012-11-04 14:45:00-08:00,44.4,,11/4/2012,14:45:00,6,11
2012-11-04 15:00:00-08:00,44.4,71.1,11/4/2012,15:00:00,6,11
2012-11-04 15:15:00-08:00,45,,11/4/2012,15:15:00,6,11
2012-11-04 15:30:00-08:00,45.3,,11/4/2012,15:30:00,6,11
2012-11-04 15:45:00-08:00,45,,11/4/2012,15:45:00,6,11
2012-11-04 16:00:00-08:00,45.3,75,11/4/2012,16:00:00,6,11
2012-11-04 16:15:00-08:00,44.7,,11/4/2012,16:15:00,6,11
2012-11-04 16:30:00-08:00,43.8,,11/4/2012,16:30:00,6,11
2012-11-04 16:45:00-08:00,43.2,,11/4/2012,16:45:00,6,11
2012-11-04 17:00:00-08:00,45,71.1,11/4/2012,17:00:00,6,11
2012-11-04 17:15:00-08:00,46.5,,11/4/2012,17:15:00,6,11
2012-11-04 17:30:00-08:00,48.6,,11/4/2012,17:30:00,6,11
2012-11-04 17:45:00-08:00,46.5,,11/4/2012,17:45:00,6,11
2012-11-04 18:00:00-08:00,46.2,68,11/4/2012,18:00:00,6,11
